                   0 a =     x, b =     x, cin = x, s =     x, cout = x
               40100 a = 32865, b = 31879, cin = 0, s = 39415, cout = 0
               40101 a = 32865, b = 31879, cin = 0, s =   208, cout = 0
               40103 a = 32865, b = 31879, cin = 0, s = 13540, cout = 1
               40104 a = 32865, b = 31879, cin = 0, s =  7400, cout = 0
               40105 a = 32865, b = 31879, cin = 0, s = 64744, cout = 0
               40110 a =  9559, b =  5001, cin = 1, s = 64744, cout = 0
               40111 a =  9559, b =  5001, cin = 1, s = 14033, cout = 0
               40113 a =  9559, b =  5001, cin = 1, s = 13521, cout = 0
               40114 a =  9559, b =  5001, cin = 1, s = 14529, cout = 0
               40116 a =  9559, b =  5001, cin = 1, s = 14561, cout = 0
               40120 a = 26396, b =  3865, cin = 1, s = 14561, cout = 0
               40121 a = 26396, b =  3865, cin = 1, s = 26170, cout = 0
               40123 a = 26396, b =  3865, cin = 1, s = 26168, cout = 0
               40124 a = 26396, b =  3865, cin = 1, s = 30262, cout = 0
               40130 a = 34236, b = 11317, cin = 1, s = 30262, cout = 0
               40131 a = 34236, b = 11317, cin = 1, s = 47034, cout = 0
               40133 a = 34236, b = 11317, cin = 1, s = 45538, cout = 0
               40134 a = 34236, b = 11317, cin = 1, s = 45554, cout = 0
               40140 a = 60756, b = 47790, cin = 0, s = 45554, cout = 0
               40141 a = 60756, b = 47790, cin = 0, s = 20352, cout = 0
               40142 a = 60756, b = 47790, cin = 0, s = 20352, cout = 1
               40143 a = 60756, b = 47790, cin = 0, s =  2018, cout = 1
               40144 a = 60756, b = 47790, cin = 0, s = 42498, cout = 1
               40146 a = 60756, b = 47790, cin = 0, s = 43010, cout = 1
               40150 a = 17153, b = 12407, cin = 1, s = 43010, cout = 1
               40151 a = 17153, b = 12407, cin = 1, s = 35983, cout = 1
               40152 a = 17153, b = 12407, cin = 1, s = 35983, cout = 0
               40153 a = 17153, b = 12407, cin = 1, s = 56453, cout = 0
               40154 a = 17153, b = 12407, cin = 1, s = 38297, cout = 0
               40155 a = 17153, b = 12407, cin = 1, s = 30105, cout = 0
               40156 a = 17153, b = 12407, cin = 1, s = 29561, cout = 0
               40160 a = 22801, b = 40544, cin = 1, s = 29561, cout = 0
               40161 a = 22801, b = 40544, cin = 1, s = 51070, cout = 0
               40163 a = 22801, b = 40544, cin = 1, s = 63356, cout = 0
               40164 a = 22801, b = 40544, cin = 1, s = 63346, cout = 0
               40170 a =  2712, b = 47415, cin = 1, s = 63346, cout = 0
               40171 a =  2712, b = 47415, cin = 1, s = 33708, cout = 0
               40173 a =  2712, b = 47415, cin = 1, s = 41868, cout = 0
               40174 a =  2712, b = 47415, cin = 1, s = 50128, cout = 0
               40180 a = 59297, b = 34589, cin = 1, s = 50128, cout = 0
               40181 a = 59297, b = 34589, cin = 1, s =  4291, cout = 0
               40182 a = 59297, b = 34589, cin = 1, s =  4291, cout = 1
               40183 a = 59297, b = 34589, cin = 1, s =  3811, cout = 1
               40184 a = 59297, b = 34589, cin = 1, s = 28383, cout = 1
               40186 a = 59297, b = 34589, cin = 1, s = 28351, cout = 1
               40190 a = 14931, b = 43480, cin = 0, s = 28351, cout = 1
               40191 a = 14931, b = 43480, cin = 0, s = 40329, cout = 1
               40192 a = 14931, b = 43480, cin = 0, s = 40329, cout = 0
               40193 a = 14931, b = 43480, cin = 0, s = 49963, cout = 0
               40194 a = 14931, b = 43480, cin = 0, s = 49707, cout = 0
               40195 a = 14931, b = 43480, cin = 0, s = 57899, cout = 0
               40196 a = 14931, b = 43480, cin = 0, s = 58411, cout = 0
               40200 a =  2285, b = 52698, cin = 0, s = 58411, cout = 0
               40201 a =  2285, b = 52698, cin = 0, s = 45719, cout = 0
               40203 a =  2285, b = 52698, cin = 0, s = 62119, cout = 0
               40204 a =  2285, b = 52698, cin = 0, s = 54951, cout = 0
               40205 a =  2285, b = 52698, cin = 0, s = 54983, cout = 0
               40210 a = 13207, b = 62257, cin = 1, s = 54983, cout = 0
               40211 a = 13207, b = 62257, cin = 1, s = 54103, cout = 0
               40213 a = 13207, b = 62257, cin = 1, s = 42697, cout = 1
               40214 a = 13207, b = 62257, cin = 1, s =  9929, cout = 1
               40220 a = 29631, b = 18653, cin = 0, s =  9929, cout = 1
               40221 a = 29631, b = 18653, cin = 0, s = 56588, cout = 1
               40223 a = 29631, b = 18653, cin = 0, s = 47644, cout = 0
               40224 a = 29631, b = 18653, cin = 0, s = 47772, cout = 0
               40225 a = 29631, b = 18653, cin = 0, s = 48284, cout = 0
               40230 a = 31218, b = 29241, cin = 0, s = 48284, cout = 0
               40231 a = 31218, b = 29241, cin = 0, s = 35893, cout = 0
               40233 a = 31218, b = 29241, cin = 0, s = 60719, cout = 0
               40234 a = 31218, b = 29241, cin = 0, s = 60459, cout = 0
               40235 a = 31218, b = 29241, cin = 0, s = 59947, cout = 0
               40236 a = 31218, b = 29241, cin = 0, s = 60459, cout = 0
               40240 a = 40711, b =   813, cin = 0, s = 60459, cout = 0
               40241 a = 40711, b =   813, cin = 0, s = 31690, cout = 0
               40243 a = 40711, b =   813, cin = 0, s = 39840, cout = 0
               40244 a = 40711, b =   813, cin = 0, s = 33332, cout = 0
               40246 a = 40711, b =   813, cin = 0, s = 41524, cout = 0
               40250 a = 26483, b = 59854, cin = 0, s = 41524, cout = 0
               40251 a = 26483, b = 59854, cin = 0, s = 45219, cout = 0
               40253 a = 26483, b = 59854, cin = 0, s = 29737, cout = 1
               40254 a = 26483, b = 59854, cin = 0, s = 20801, cout = 1
               40260 a = 64745, b = 59008, cin = 0, s = 20801, cout = 1
               40261 a = 64745, b = 59008, cin = 0, s = 50581, cout = 1
               40263 a = 64745, b = 59008, cin = 0, s = 50961, cout = 1
               40264 a = 64745, b = 59008, cin = 0, s = 58217, cout = 1
               40270 a = 23050, b = 61720, cin = 1, s = 58217, cout = 1
               40271 a = 23050, b = 61720, cin = 1, s = 21011, cout = 1
               40272 a = 23050, b = 61720, cin = 1, s = 21011, cout = 0
               40273 a = 23050, b = 61720, cin = 1, s =  6913, cout = 1
               40274 a = 23050, b = 61720, cin = 1, s = 19715, cout = 1
               40275 a = 23050, b = 61720, cin = 1, s = 19235, cout = 1
               40280 a =  4017, b = 51017, cin = 0, s = 19235, cout = 1
               40281 a =  4017, b = 51017, cin = 0, s = 10440, cout = 1
               40283 a =  4017, b = 51017, cin = 0, s = 34522, cout = 0
               40284 a =  4017, b = 51017, cin = 0, s = 55066, cout = 0
               40285 a =  4017, b = 51017, cin = 0, s = 55034, cout = 0
               40290 a =  5324, b = 42301, cin = 1, s = 55034, cout = 0
               40291 a =  5324, b = 42301, cin = 1, s = 45042, cout = 0
               40293 a =  5324, b = 42301, cin = 1, s = 43496, cout = 0
               40294 a =  5324, b = 42301, cin = 1, s = 55786, cout = 0
               40295 a =  5324, b = 42301, cin = 1, s = 55306, cout = 0
               40296 a =  5324, b = 42301, cin = 1, s = 47114, cout = 0
               40297 a =  5324, b = 42301, cin = 1, s = 47626, cout = 0
               40300 a = 13506, b = 16474, cin = 1, s = 47626, cout = 0
               40301 a = 13506, b = 16474, cin = 1, s = 32611, cout = 0
               40303 a = 13506, b = 16474, cin = 1, s = 30591, cout = 0
               40304 a = 13506, b = 16474, cin = 1, s = 30013, cout = 0
               40305 a = 13506, b = 16474, cin = 1, s = 29981, cout = 0
               40310 a = 29920, b =  6033, cin = 0, s = 29981, cout = 0
               40311 a = 29920, b =  6033, cin = 0, s = 25333, cout = 0
               40313 a = 29920, b =  6033, cin = 0, s = 19057, cout = 0
               40314 a = 29920, b =  6033, cin = 0, s = 35953, cout = 0
               40320 a = 51336, b = 35664, cin = 1, s = 35953, cout = 0
               40321 a = 51336, b = 35664, cin = 1, s = 44249, cout = 0
               40322 a = 51336, b = 35664, cin = 1, s = 44249, cout = 1
               40323 a = 51336, b = 35664, cin = 1, s = 38363, cout = 1
               40324 a = 51336, b = 35664, cin = 1, s = 21977, cout = 1
               40325 a = 51336, b = 35664, cin = 1, s = 21465, cout = 1
               40330 a =  6616, b =  1347, cin = 0, s = 21465, cout = 1
               40331 a =  6616, b =  1347, cin = 0, s =  3227, cout = 1
               40332 a =  6616, b =  1347, cin = 0, s =  3227, cout = 0
               40333 a =  6616, b =  1347, cin = 0, s =  7707, cout = 0
               40334 a =  6616, b =  1347, cin = 0, s = 16155, cout = 0
               40335 a =  6616, b =  1347, cin = 0, s =  7963, cout = 0
               40340 a = 19566, b = 37594, cin = 1, s =  7963, cout = 0
               40341 a = 19566, b = 37594, cin = 1, s = 56629, cout = 0
               40343 a = 19566, b = 37594, cin = 1, s = 57123, cout = 0
               40344 a = 19566, b = 37594, cin = 1, s = 57129, cout = 0
               40345 a = 19566, b = 37594, cin = 1, s = 57161, cout = 0
               40350 a = 10307, b = 40430, cin = 1, s = 57161, cout = 0
               40351 a = 10307, b = 40430, cin = 1, s = 46160, cout = 0
               40353 a = 10307, b = 40430, cin = 1, s = 42048, cout = 0
               40354 a = 10307, b = 40430, cin = 1, s = 42546, cout = 0
               40355 a = 10307, b = 40430, cin = 1, s = 50738, cout = 0
               40360 a = 59807, b = 35175, cin = 1, s = 50738, cout = 0
               40361 a = 59807, b = 35175, cin = 1, s =  4967, cout = 0
               40362 a = 59807, b = 35175, cin = 1, s =  4967, cout = 1
               40363 a = 59807, b = 35175, cin = 1, s =  5095, cout = 1
               40364 a = 59807, b = 35175, cin = 1, s = 29447, cout = 1
               40370 a =  9851, b = 58225, cin = 1, s = 29447, cout = 1
               40371 a =  9851, b = 58225, cin = 1, s = 55029, cout = 1
               40372 a =  9851, b = 58225, cin = 1, s = 55029, cout = 0
               40373 a =  9851, b = 58225, cin = 1, s = 33017, cout = 1
               40374 a =  9851, b = 58225, cin = 1, s =  3053, cout = 1
               40376 a =  9851, b = 58225, cin = 1, s =  2541, cout = 1
               40380 a =  7311, b = 62242, cin = 1, s =  2541, cout = 1
               40381 a =  7311, b = 62242, cin = 1, s =  9034, cout = 1
               40383 a =  7311, b = 62242, cin = 1, s = 18344, cout = 1
               40384 a =  7311, b = 62242, cin = 1, s =  4018, cout = 1
               40390 a = 15711, b = 43918, cin = 0, s =  4018, cout = 1
               40391 a = 15711, b = 43918, cin = 0, s = 30415, cout = 1
               40393 a = 15711, b = 43918, cin = 0, s = 17613, cout = 0
               40394 a = 15711, b = 43918, cin = 0, s = 51437, cout = 0
               40395 a = 15711, b = 43918, cin = 0, s = 59629, cout = 0
               40400 a = 43944, b = 57424, cin = 0, s = 59629, cout = 0
               40401 a = 43944, b = 57424, cin = 0, s = 13764, cout = 0
               40402 a = 43944, b = 57424, cin = 0, s = 13764, cout = 1
               40403 a = 43944, b = 57424, cin = 0, s = 10200, cout = 1
               40404 a = 43944, b = 57424, cin = 0, s = 35352, cout = 1
               40405 a = 43944, b = 57424, cin = 0, s = 35832, cout = 1
               40406 a = 43944, b = 57424, cin = 0, s = 36344, cout = 1
               40407 a = 43944, b = 57424, cin = 0, s = 35832, cout = 1
               40410 a = 54875, b = 17345, cin = 1, s = 35832, cout = 1
               40411 a = 54875, b = 17345, cin = 1, s = 21915, cout = 1
               40412 a = 54875, b = 17345, cin = 1, s = 21915, cout = 0
               40413 a = 54875, b = 17345, cin = 1, s =  4377, cout = 1
               40414 a = 54875, b = 17345, cin = 1, s =  6173, cout = 1
               40416 a = 54875, b = 17345, cin = 1, s =  6685, cout = 1
               40420 a = 10767, b =  3145, cin = 0, s =  6685, cout = 1
               40421 a = 10767, b =  3145, cin = 0, s = 43456, cout = 1
               40423 a = 10767, b =  3145, cin = 0, s = 15696, cout = 0
               40424 a = 10767, b =  3145, cin = 0, s = 13912, cout = 0
               40430 a = 55312, b = 51649, cin = 1, s = 13912, cout = 0
               40431 a = 55312, b = 51649, cin = 1, s =   462, cout = 0
               40432 a = 55312, b = 51649, cin = 1, s =   462, cout = 1
               40433 a = 55312, b = 51649, cin = 1, s = 33244, cout = 1
               40434 a = 55312, b = 51649, cin = 1, s = 41458, cout = 1
               40435 a = 55312, b = 51649, cin = 1, s = 41426, cout = 1
               40440 a = 59098, b =  1216, cin = 1, s = 41426, cout = 1
               40441 a = 59098, b =  1216, cin = 1, s = 21017, cout = 1
               40442 a = 59098, b =  1216, cin = 1, s = 21017, cout = 0
               40443 a = 59098, b =  1216, cin = 1, s = 52121, cout = 0
               40444 a = 59098, b =  1216, cin = 1, s = 60315, cout = 0
               40450 a = 35585, b = 57875, cin = 1, s = 60315, cout = 0
               40451 a = 35585, b = 57875, cin = 1, s = 24723, cout = 0
               40452 a = 35585, b = 57875, cin = 1, s = 24723, cout = 1
               40453 a = 35585, b = 57875, cin = 1, s = 27921, cout = 1
               40454 a = 35585, b = 57875, cin = 1, s = 28437, cout = 1
               40455 a = 35585, b = 57875, cin = 1, s = 27925, cout = 1
               40460 a =  1927, b = 24034, cin = 0, s = 27925, cout = 1
               40461 a =  1927, b = 24034, cin = 0, s = 24163, cout = 1
               40462 a =  1927, b = 24034, cin = 0, s = 24163, cout = 0
               40463 a =  1927, b = 24034, cin = 0, s = 20833, cout = 0
               40464 a =  1927, b = 24034, cin = 0, s = 17769, cout = 0
               40466 a =  1927, b = 24034, cin = 0, s = 25961, cout = 0
               40470 a =  3628, b = 33885, cin = 1, s = 25961, cout = 0
               40471 a =  3628, b = 33885, cin = 1, s = 46460, cout = 0
               40473 a =  3628, b = 33885, cin = 1, s = 46698, cout = 0
               40474 a =  3628, b = 33885, cin = 1, s = 37482, cout = 0
               40475 a =  3628, b = 33885, cin = 1, s = 37514, cout = 0
               40480 a = 20698, b = 41196, cin = 1, s = 37514, cout = 0
               40481 a = 20698, b = 41196, cin = 1, s = 59597, cout = 0
               40483 a = 20698, b = 41196, cin = 1, s = 57797, cout = 1
               40484 a = 20698, b = 41196, cin = 1, s =  4551, cout = 1
               40485 a = 20698, b = 41196, cin = 1, s =  4551, cout = 0
               40486 a = 20698, b = 41196, cin = 1, s = 61895, cout = 0
               40490 a = 65137, b = 33260, cin = 1, s = 61895, cout = 0
               40491 a = 65137, b = 33260, cin = 1, s = 32364, cout = 0
               40492 a = 65137, b = 33260, cin = 1, s = 32364, cout = 1
               40493 a = 65137, b = 33260, cin = 1, s = 32636, cout = 1
               40494 a = 65137, b = 33260, cin = 1, s = 24702, cout = 1
